paper,yield_pct,reaction_class,solvent,reactor_type,paper_doi,paper_year,tR_step,tR1_s,tR2_s,T1_C,T2_C,substrate1,organolithium_reagent,intermediate,substrate2_electrophile,electrophile_type,product_final,conc_substrate_M,conc_orgLi_M,equiv_orgLi,conc_electrophile_M,substrate1_smiles,organolithium_smiles,intermediate_smiles,substrate2_smiles,product_smiles
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,19,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.0316,,0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,11,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.1,,0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,5,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.316,,0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,3,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,1.0,,0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,3,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,3.16,,0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,47,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.0316,,-30,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,31,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.1,,-30,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,20,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.316,,-30,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,21,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,1.0,,-30,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,12,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,3.16,,-30,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,30,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.0316,,-50,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,25,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.1,,-50,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,29,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.316,,-50,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,29,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,1.0,,-50,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,25,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,3.16,,-50,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,31,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.0316,,-60,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,31,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.1,,-60,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,28,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.316,,-60,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,29,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,1.0,,-60,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,22,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,3.16,,-60,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,29,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.0316,,-78,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,28,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.1,,-78,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,28,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.316,,-78,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,33,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,1.0,,-78,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,30,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,3.16,,-78,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,31.6,,0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,5,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,31.6,,-30,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,11,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,31.6,,-50,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,23,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,31.6,,-60,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,21,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,31.6,,-78,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,80,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.0316,,20,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,66,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.1,,20,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,54,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.316,,20,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,44,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,1.0,,20,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,22,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,3.16,,20,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,6,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,31.6,,20,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,88,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.0316,,0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,91,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.1,,0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,90,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.316,,0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,88,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,1.0,,0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,86,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,3.16,,0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,71,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,31.6,,0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,97,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.0316,,-30,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,90,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.1,,-30,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,94,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.316,,-30,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.10,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1
